student_id,course_id,semester,grade
VU22MECHN0300095,MECH2001,2024-Spring,A
VU22MECHN0300095,CSE4001,2024-Spring,C
VU22MECHN0300095,CSE3002,2024-Spring,B
VU22MECHN0300096,MECH2002,2024-Spring,A
VU22MECHN0300096,CSE3001,2024-Spring,B
VU22MECHN0300096,CSE1002,2024-Spring,B
VU22MECHN0300096,CSE2003,2024-Spring,C
VU22MECHN0300097,CSE1002,2024-Spring,A
VU22MECHN0300097,CSE4001,2024-Spring,C
VU22MECHN0300097,CSE3001,2024-Spring,A
VU22MECHN0300097,CSE3003,2024-Spring,B
VU22CSEN0300098,MECH2001,2024-Spring,A
VU22CSEN0300098,MECH2002,2024-Spring,B
VU22CSEN0300098,CSE3002,2024-Spring,A
VU22CSEN0300098,CSE4001,2024-Spring,B
VU22MECHN0300099,CSE1002,2024-Spring,B
VU22MECHN0300099,MECH2001,2024-Spring,B
VU22MECHN0300099,CSE4002,2024-Spring,B
VU22MECHN0300099,CSE1001,2024-Spring,A
VU22CSEN0300100,MECH3001,2024-Spring,C
VU22CSEN0300100,CSE2001,2024-Spring,C
VU22CSEN0300100,CSE2003,2024-Spring,A
VU22CSEN0300100,CSE1002,2024-Spring,C
